run,obs_timestep,server_rtc_enabled,server_rtc_real_delay,current_p,server_first_p,server_end_p,server_max_p,image_variant,offline_first_mean,offline_end_mean,offline_max_mean,delta_end_server_minus_offline,delta_first_server_minus_offline,offline_end_minus_current_p,server_end_minus_current_p
recorded_obs-0629-01,66,True,3.0,0.11858095536642346,0.09403666288809015,0.8098360705208275,0.8098360705208275,server_jpeg_bgr_q90,0.10421977878534927,0.35026571346031155,0.40129554356500713,0.45957035706051597,-0.01018311589725912,0.23168475809388808,0.6912551151544041
recorded_obs-0629-01,68,True,3.0,0.14077352677722244,0.09655543476057935,0.12697116704494366,0.15633072147422963,<not_replayed>,,,,,,,
recorded_obs-0629-01,83,True,3.0,0.1394194654546586,0.10535724111859551,0.24957313497207756,0.42266455779312667,<not_replayed>,,,,,,,
recorded_obs-0629-01,85,True,3.0,0.1814773057260288,0.08866904821696513,0.2333615481421984,0.3119048858346525,<not_replayed>,,,,,,,
recorded_obs-0629-01,100,True,3.0,0.19542115370332278,0.166625719196868,0.32481917414999983,0.4045975449949006,<not_replayed>,,,,,,,
recorded_obs-0629-01,102,True,3.0,0.23572334851735563,0.17582872370692082,0.10056521908819399,0.19743825536583504,<not_replayed>,,,,,,,
recorded_obs-0629-01,117,True,3.0,0.1590724890556444,0.09497208446633226,0.40715496588755684,0.42273689628616806,<not_replayed>,,,,,,,
recorded_obs-0629-01,119,True,3.0,0.1576133953373097,0.09804391130510991,0.7423354052402822,0.7689445808932529,saved_rgb,0.18471266004994832,0.7136572607560152,0.7619074359557713,0.028678144484266976,-0.08666874874483842,0.5560438654187055,0.5847220099029725
recorded_obs-0629-01,119,True,3.0,0.1576133953373097,0.09804391130510991,0.7423354052402822,0.7689445808932529,server_jpeg_bgr_q90,0.18516940519203695,0.6675483105640232,0.7386450602670455,0.07478709467625899,-0.08712549388692704,0.5099349152267135,0.5847220099029725
recorded_obs-0629-01,134,True,3.0,0.4443086715533535,0.5693452081743209,0.9340652419090946,0.9470544327281007,saved_rgb,0.4423150326369464,0.27571304448718364,0.6236624263336978,0.6583521974219109,0.1270301755373745,-0.16859562706616987,0.48975657035574105
recorded_obs-0629-01,134,True,3.0,0.4443086715533535,0.5693452081743209,0.9340652419090946,0.9470544327281007,server_jpeg_bgr_q90,0.4437089604569627,0.33610949951921854,0.6811438555272089,0.597955742389876,0.1256362477173582,-0.10819917203413498,0.48975657035574105
recorded_obs-0629-01,136,True,3.0,0.4597378665824849,0.6116347162803958,-0.06123083009992554,0.6260000127152949,saved_rgb,0.4580753717053881,-0.019785030808483085,0.5173203840812318,-0.04144579929144246,0.1535593445750077,-0.479522897390968,-0.5209686966824104
recorded_obs-0629-01,136,True,3.0,0.4597378665824849,0.6116347162803958,-0.06123083009992554,0.6260000127152949,server_jpeg_bgr_q90,0.4602189038064533,0.008761998188216833,0.525643238731797,-0.06999282828814238,0.15141581247394248,-0.45097586839426806,-0.5209686966824104
recorded_obs-0629-01,151,True,3.0,0.45630274731149434,0.3496437927895384,0.8421862455016742,0.9169552392211943,saved_rgb,0.46325711105110196,0.8328326921890404,0.8570808412256575,0.009353553312633767,-0.11361331826156357,0.3765299448775461,0.38588349819017986
recorded_obs-0629-01,151,True,3.0,0.45630274731149434,0.3496437927895384,0.8421862455016742,0.9169552392211943,server_jpeg_bgr_q90,0.46508513440863686,0.7658572764885597,0.860821668828678,0.07632896901311448,-0.11544134161909847,0.3095545291770654,0.38588349819017986
recorded_obs-0629-01,153,True,3.0,0.44399400131658134,0.2978854653452601,0.8225414723894571,0.8443385210620654,saved_rgb,0.44270268638621807,0.7722528750252097,0.8097335421511186,0.0502885973642474,-0.14481722104095796,0.32825887370862833,0.37854747107287573
recorded_obs-0629-01,153,True,3.0,0.44399400131658134,0.2978854653452601,0.8225414723894571,0.8443385210620654,server_jpeg_bgr_q90,0.44286365449892057,0.7160506985302231,0.8207387136130178,0.106490773859234,-0.14497818915366045,0.27205669721364173,0.37854747107287573
recorded_obs-0629-01,168,True,3.0,0.5719545976351804,0.5410730707799628,0.23108609013662726,0.7914405071704869,<not_replayed>,,,,,,,
recorded_obs-0629-01,170,True,3.0,0.646420144406735,0.5452606700819113,0.07900406301213854,0.6242515471852254,<not_replayed>,,,,,,,
